Trajectories
100
	x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_RHandOut			x_RHandIn			x_RThumb1			x_RThumbTip			x_RIndex2			x_RIndexTip			x_RMiddle2			x_RMiddleTip			x_RRing2			x_RRingTip			x_RPinky2			x_RPinkyTip			x_LThumb1			x_LThumbTip			x_LIndex2			x_LIndexTip			x_LMiddle2			x_LMiddleTip			x_LRing2			x_LRingTip			x_LPinky2			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
715	-72.341	647.534	172.708	-53.383	602.54	197.134	-30.46	651.727	124.535	5.024	609.606	156.528	-181.47	136.995	181.602	-139.65	184.418	193.308	-170.856	225.918	198.165	-141.571	234.219	145.252	-124.054	192.46	117.39	-129.336	206.243	87.4	-134.89	177.553	105.461	-148.078	197.398	75.095	-172.471	157.511	96.24	-156.268	178.656	75.644	-167.95	141.643	118.83	-149.558	157.84	106.496	-23.061	559.235	146.529	8.785	552.068	90.626	32.465	586.461	85.251	13.612	566.669	61.543	23.56	602.27	70.684	-3.306	573.015	53.061	3.634	616.588	65.097	-21.882	588.901	56.55	0	0	0	-19.58	628.992	66.808
716	-68.5	646.883	172.612	-49.678	601.9	197.116	-26.369	651.083	124.658	8.927	608.967	156.997	-180.701	137.748	181.413	-138.876	185.134	193.166	-170.109	226.636	198.006	-140.833	235.011	144.981	-123.351	193.241	117.26	-128.67	207.098	87.259	-134.167	178.327	105.299	-147.367	198.245	74.986	-171.761	158.335	96.095	-155.663	179.542	75.467	-167.164	142.412	118.638	-148.833	158.63	106.33	-19.122	558.549	146.676	13.135	551.427	90.886	36.742	585.843	85.774	17.947	565.94	62.059	28.084	601.721	71.209	1.277	572.487	53.47	8.101	616.025	65.494	-17.475	588.775	57.086	0	0	0	-15.271	628.187	67.146
717	-64.63	646.277	172.448	-46.007	601.222	197.158	-22.359	650.458	124.912	12.826	608.273	157.359	-179.964	138.462	181.23	-138.096	185.812	192.999	-169.332	227.379	197.771	-140.167	235.727	144.793	-122.59	193.991	117.031	-128.019	207.92	87.137	-133.457	179.107	105.112	-146.705	199.05	74.798	-171.027	159.114	95.918	-154.935	180.354	75.314	-166.464	143.176	118.465	-148.062	159.372	106.143	-15.268	557.835	146.93	17.314	550.699	91.276	41.136	585.125	86.351	22.336	565.322	62.51	32.548	601.142	71.715	5.724	571.918	53.922	12.457	615.328	65.963	-13.073	588.134	57.508	0	0	0	-10.953	627.361	67.494
718	-60.78	645.559	172.309	-42.338	600.529	197.127	-18.204	649.803	125.028	16.658	607.588	157.718	-179.219	139.171	181.066	-137.33	186.512	192.861	-168.599	228.061	197.642	-139.491	236.439	144.543	-121.922	194.742	116.908	-127.345	208.691	86.993	-132.704	179.786	104.918	-145.933	199.762	74.702	-170.349	159.916	95.756	-154.23	181.112	75.199	-165.761	143.941	118.298	-147.358	160.112	105.918	-11.366	557.114	147.05	21.468	549.921	91.605	45.37	584.523	86.831	26.813	564.72	62.862	36.985	600.544	72.211	10.194	571.321	54.35	16.83	614.759	67.032	-8.759	587.512	57.883	0	0	0	-7.48	628.285	68.187
719	-56.98	644.87	172.215	-38.71	599.822	197.15	-14.206	649.122	125.214	20.475	606.833	158.097	-178.495	139.877	180.91	-136.586	187.208	192.674	-167.876	228.791	197.427	-138.881	237.191	144.328	-121.257	195.487	116.737	-126.686	209.457	86.867	-131.976	180.47	104.75	-145.254	200.463	74.581	-169.67	160.654	95.606	-153.424	181.823	74.954	-165.025	144.653	118.115	-146.597	160.773	105.784	-7.564	556.342	147.214	25.541	549.111	91.886	49.665	583.839	87.406	30.951	563.976	63.463	41.421	599.936	72.693	14.601	570.721	54.79	21.159	614.011	66.834	-4.55	586.906	58.35	0	0	0	-2.567	625.84	67.913
720	-53.146	644.174	172.089	-35.078	599.077	197.182	-10.212	648.396	125.434	24.317	606.075	158.489	-177.775	140.557	180.73	-135.848	187.84	192.526	-167.14	229.449	197.318	-138.274	237.861	144.033	-120.506	196.103	116.538	-126.054	210.191	86.684	-131.259	181.108	104.613	-144.511	201.105	74.368	-168.987	161.391	95.486	-152.753	182.459	74.88	-164.327	145.347	117.939	-145.784	161.406	105.66	-3.77	555.579	147.327	29.574	548.273	92.158	53.891	583.057	87.868	35.409	563.372	63.768	45.749	599.281	73.214	18.959	570.101	55.189	25.498	613.419	67.865	-0.33	586.233	58.713	0	0	0	0.914	626.893	68.655
721	-49.368	643.457	172.033	-31.504	598.337	197.116	-6.201	647.688	125.594	28.083	605.296	158.789	-177.049	141.193	180.578	-135.123	188.493	192.357	-166.383	230.131	197.085	-137.657	238.53	143.786	-119.723	196.712	116.355	-125.124	210.732	86.512	-130.488	181.675	104.424	-143.763	201.747	74.171	-168.252	162.001	95.289	-151.865	183.073	74.655	-163.605	146.019	117.754	-144.99	162.02	105.529	0.001	554.795	147.454	33.55	547.429	92.434	58.078	582.321	88.328	39.607	562.645	64.12	50.104	598.654	73.647	23.257	569.502	55.605	29.737	612.727	68.208	3.862	585.578	59.083	0	0	0	5.084	626.098	68.993
722	-45.582	642.716	171.892	-27.924	597.557	197.124	-2.255	646.976	125.74	31.836	604.448	159.155	-176.334	141.855	180.418	-134.385	189.153	192.214	-165.568	230.74	197.056	-137.07	239.209	143.495	-119.135	197.421	116.172	-124.821	211.578	86.383	-129.741	182.221	104.26	-143.012	202.322	74.034	-167.588	162.636	95.121	-151.109	183.638	74.594	-162.924	146.633	117.589	-144.23	162.589	105.408	3.743	553.977	147.589	37.515	546.537	92.665	62.16	581.546	88.832	43.587	561.731	64.668	54.292	597.922	74.145	27.522	568.836	55.929	33.854	611.874	67.937	7.952	584.898	59.434	0	0	0	10.006	623.611	68.748
723	-41.846	641.932	171.803	-24.349	596.75	197.102	1.654	646.252	125.952	35.585	603.647	159.53	-175.64	142.467	180.295	-133.673	189.743	192.032	-165.076	231.424	196.635	-136.556	239.873	143.261	-118.518	198.052	116.005	-124.183	212.174	86.216	-129.012	182.809	104.071	-142.218	202.811	73.862	-166.929	163.271	94.985	-150.283	184.184	74.403	-162.207	147.253	117.457	-143.426	163.125	105.265	7.498	553.169	147.665	41.457	545.588	92.911	66.276	580.78	89.238	47.896	561.07	64.853	58.541	597.232	74.548	31.712	568.091	56.319	38.11	611.221	68.859	12.006	584.17	59.875	0	0	0	14.389	622.529	69.466
724	-38.107	641.123	171.556	-20.803	595.945	197.096	5.554	645.408	126.189	39.311	602.834	159.763	-174.931	143.077	180.154	-132.937	190.363	191.878	-164.397	232.059	196.439	-135.996	240.524	142.927	-117.767	198.596	115.767	-123.304	212.692	85.99	-128.255	183.287	103.985	-141.484	203.322	73.643	-166.216	163.83	94.832	-149.472	184.67	74.244	-161.493	147.811	117.295	-142.587	163.605	105.129	11.15	552.311	147.825	45.363	544.636	93.159	70.319	579.951	89.65	51.984	560.276	65.192	62.663	596.454	74.995	35.903	567.367	56.611	42.188	610.423	69.207	16.143	583.47	60.131	0	0	0	17.46	623.958	69.665
725	-34.403	640.309	171.494	-17.262	595.13	197.053	9.463	644.63	126.348	43.001	601.982	160.053	-174.234	143.666	180.013	-132.259	190.952	191.722	-163.748	232.673	196.22	-135.517	241.191	142.637	-117.219	199.24	115.621	-123.053	213.496	85.812	-127.457	183.763	103.786	-140.634	203.727	73.432	-165.439	164.333	94.666	-148.435	185.104	74.015	-160.776	148.392	117.201	-141.776	164.098	105.056	14.858	551.469	147.866	49.228	543.696	93.419	74.288	579.141	90.069	55.996	559.439	65.474	66.825	595.718	75.386	39.999	566.599	56.942	46.345	609.684	69.48	20.182	582.715	60.381	0	0	0	21.54	623.231	69.895
726	-30.686	639.537	171.367	-13.757	594.309	197.014	13.312	643.828	126.478	46.659	601.149	160.326	-173.537	144.264	179.888	-131.521	191.542	191.538	-163.075	233.293	196.002	-135.02	241.827	142.306	-116.561	199.829	115.426	-122.466	214.085	85.656	-126.684	184.23	103.673	-139.816	204.251	73.312	-164.748	164.914	94.542	-147.602	185.582	73.916	-160.046	148.929	117.036	-140.948	164.53	104.985	18.505	550.578	147.922	53.059	542.694	93.594	78.269	578.242	90.469	59.964	558.583	65.789	70.876	594.888	75.725	44.159	565.826	57.183	50.388	608.86	69.831	24.261	581.988	60.645	0	0	0	26.505	620.174	70.007
727	-27.025	638.729	171.2	-10.252	593.453	196.991	17.101	643.02	126.58	50.33	600.264	160.512	-172.803	144.823	179.775	-130.823	192.104	191.41	-162.408	233.916	195.855	-134.598	242.449	142.037	-115.965	200.457	115.291	-121.553	214.527	85.55	-125.897	184.667	103.554	-139.011	204.675	73.194	-163.989	165.401	94.418	-146.731	185.995	73.786	-159.288	149.449	116.945	-140.056	164.93	104.886	22.127	549.698	148.04	56.908	541.653	93.815	82.213	577.332	90.771	63.952	557.593	65.922	74.973	594.08	76.083	48.165	564.995	57.472	54.553	608.602	69.996	28.278	581.211	60.874	0	0	0	30.389	619.623	69.731
728	-23.386	637.908	171.076	-6.757	592.616	196.954	20.932	642.199	126.615	53.971	599.394	160.757	-172.095	145.37	179.658	-130.098	192.692	191.257	-161.737	234.525	195.61	-134.148	243.092	141.728	-115.338	201.012	115.148	-121.272	215.266	85.385	-125.097	185.162	103.402	-138.246	205.153	73.007	-163.192	165.839	94.285	-145.893	186.415	73.673	-158.562	149.932	116.829	-139.199	165.353	104.786	25.794	548.845	148.09	60.719	540.619	94.095	86.006	576.453	91.132	67.899	556.708	66.216	79.002	593.24	76.493	52.166	564.077	57.605	58.563	607.753	70.241	32.246	580.38	61.105	0	0	0	34.283	618.709	69.836
729	-19.755	637.109	170.971	-3.292	591.766	196.86	24.655	641.353	126.665	57.592	598.478	160.904	-171.363	145.904	179.572	-129.409	193.214	191.156	-161.127	235.044	195.425	-133.612	243.604	141.445	-114.646	201.546	114.983	-120.644	215.849	85.207	-124.312	185.589	103.29	-137.423	205.524	72.838	-162.464	166.346	94.178	-145.052	186.838	73.553	-157.781	150.432	116.707	-138.359	165.789	104.743	29.37	547.934	148.231	64.512	539.612	94.294	89.862	575.511	91.507	71.793	555.807	66.415	82.971	592.368	76.704	56.191	563.253	57.733	62.522	606.835	70.483	36.24	579.555	61.241	0	0	0	38.426	617.699	70.256
730	-16.196	636.251	170.877	0.158	590.911	196.812	28.45	640.445	126.796	61.177	597.566	161.113	-170.631	146.437	179.451	-128.69	193.809	191.029	-160.472	235.637	195.244	-133.148	244.228	141.15	-113.94	202.12	114.871	-119.833	216.408	85.151	-123.515	186.059	103.165	-136.623	205.95	72.67	-161.738	166.836	94.064	-144.13	187.211	73.394	-157.047	150.904	116.628	-137.456	166.198	104.624	32.967	547.036	148.235	68.254	538.492	94.511	93.636	574.608	91.621	75.546	554.841	66.653	86.881	591.524	76.996	60.158	562.287	57.761	66.542	606.093	70.704	40.204	578.754	61.344	23.309	592.943	73.435	0	0	0
731	-12.623	635.358	170.744	3.606	590.043	196.721	32.112	639.602	126.826	64.759	596.696	161.257	-169.883	146.935	179.346	-128.07	194.403	190.873	-159.81	236.146	195.059	-132.605	244.793	140.899	-113.094	202.548	114.74	-119.204	216.953	85.076	-122.724	186.492	103.083	-135.827	206.424	72.586	-160.978	167.305	93.962	-143.334	187.634	73.321	-156.24	151.377	116.527	-136.617	166.631	104.571	36.552	546.105	148.273	72.004	537.456	94.738	97.398	573.69	91.896	79.323	553.901	66.808	90.853	590.708	77.228	64.147	561.499	57.847	70.478	605.265	70.912	44.158	577.946	61.396	27.147	592.057	73.478	0	0	0
732	-9.075	634.485	170.533	7.013	589.141	196.664	35.743	638.65	126.855	68.286	595.766	161.477	-169.101	147.438	179.25	-127.336	194.938	190.764	-159.2	236.646	194.9	-132.06	245.34	140.684	-112.569	203.17	114.612	-118.726	217.532	84.955	-121.921	186.944	103.004	-135.065	206.92	72.533	-160.151	167.689	93.831	-142.477	188.057	73.227	-155.508	151.825	116.44	-135.769	167.05	104.48	40.089	545.179	148.297	75.744	536.404	94.85	101.083	572.766	92.18	83.088	552.95	67.023	94.747	589.897	77.511	68.122	560.638	58.065	74.356	604.341	71.09	48.145	577.127	61.498	31.019	591.142	73.493	0	0	0
733	-5.571	633.584	170.319	10.415	588.228	196.555	39.387	637.819	126.862	71.791	594.875	161.564	-168.324	147.893	179.151	-126.626	195.461	190.655	-158.522	237.138	194.678	-131.435	245.781	140.491	-111.847	203.691	114.478	-118.044	218.041	84.861	-121.133	187.442	102.932	-134.279	207.34	72.431	-159.403	168.189	93.749	-141.671	188.494	73.161	-154.69	152.295	116.347	-134.898	167.463	104.405	43.65	544.252	148.298	79.415	535.362	94.984	105.174	578.973	92.508	86.857	552.095	67.243	98.657	589.075	77.694	72.088	559.885	58.075	78.273	603.079	71.211	52.059	576.285	61.597	34.856	590.283	73.436	0	0	0
734	-2.074	632.669	170.132	13.778	587.317	196.433	43.062	636.973	126.879	75.289	593.953	161.679	-167.566	148.362	179.081	-125.899	195.938	190.592	-157.883	237.626	194.566	-130.855	246.318	140.245	-111.072	204.186	114.38	-117.066	218.439	84.713	-120.335	187.867	102.838	-133.492	207.761	72.305	-158.604	168.304	93.703	-140.82	188.937	73.103	-153.904	152.709	116.247	-134.258	167.763	104.51	47.122	543.277	148.362	83.084	534.35	95.06	108.314	570.36	92.323	90.547	551.15	67.351	102.376	588.191	77.964	76.084	559.103	58.094	82.221	602.313	71.361	55.969	575.473	61.617	38.719	589.429	73.379	0	0	0
735	1.365	631.763	169.915	17.125	586.4	196.311	46.578	636.065	126.859	78.757	593.047	161.72	-166.815	148.84	178.988	-125.142	196.455	190.473	-157.169	238.131	194.362	-130.255	246.822	140.184	-110.437	204.735	114.345	-116.674	219.107	84.637	-119.529	188.34	102.736	-132.635	208.204	72.228	-157.788	168.729	93.617	-140.067	189.393	73.021	-153.092	153.165	116.172	-133.449	168.224	104.453	50.611	542.371	148.359	87.047	533.304	95.468	111.972	569.479	92.6	94.249	550.324	67.722	106.332	587.486	77.859	79.435	558.153	58.05	86.004	601.335	71.729	59.832	574.569	61.732	41.628	587.024	74.645	0	0	0
736	4.811	630.711	169.777	20.448	585.47	196.152	50.055	635.138	126.879	82.155	592.215	161.772	-166.061	149.284	178.883	-124.417	196.895	190.427	-156.521	238.56	194.261	-129.532	247.279	139.919	-109.68	205.22	114.231	-115.988	219.615	84.571	-118.758	188.789	102.692	-131.927	208.75	72.2	-157	169.169	93.557	-139.289	189.88	72.94	-152.303	153.589	116.089	-132.678	168.673	104.38	54.108	541.442	148.388	90.438	532.25	95.294	114.999	569.179	92.681	97.939	549.415	67.916	110.359	586.822	78.307	84.227	557.543	58.824	89.791	600.673	71.803	63.616	573.508	61.769	45.338	586.164	74.499	0	0	0
737	8.202	629.774	169.533	23.738	584.531	196.028	53.589	634.257	126.922	85.477	591.341	161.816	-165.302	149.739	178.784	-123.65	197.355	190.344	-155.788	239.022	194.117	-128.86	247.716	139.852	-108.841	205.635	114.154	-114.971	220.014	84.523	-117.971	189.284	102.591	-131.149	209.238	72.108	-156.221	169.61	93.448	-138.486	190.338	72.819	-151.506	154.022	115.994	-131.887	169.158	104.278	57.543	540.504	148.319	94.029	531.227	95.409	118.666	568.278	92.811	101.42	548.639	68.126	113.627	585.817	78.541	87.959	556.876	58.438	93.682	599.791	72.012	67.424	572.692	61.825	49.115	585.154	74.639	0	0	0
738	11.57	628.834	169.328	26.997	583.575	195.852	57.002	633.374	126.89	88.931	590.402	161.976	-164.556	150.165	178.655	-122.898	197.762	190.284	-155.073	239.426	194.02	-128.175	248.116	139.702	-108.193	206.171	114.095	-114.556	220.678	84.458	-117.182	189.706	102.516	-130.413	209.674	72.059	-155.436	170.056	93.352	-137.802	190.861	72.797	-150.734	154.442	115.92	-131.115	169.596	104.149	60.982	539.55	148.268	97.597	530.195	95.436	122.217	567.488	92.866	104.875	547.692	68.487	117.776	585.225	78.787	91.811	556.126	58.544	97.432	599.137	72.073	71.223	571.912	61.891	52.819	584.393	74.398	0	0	0
739	14.88	627.88	169.124	30.218	582.626	195.657	60.707	632.454	127.007	92.255	589.494	162.049	-163.799	150.563	178.568	-122.142	198.188	190.227	-154.324	239.839	193.915	-127.492	248.585	139.575	-107.455	206.645	114.036	-113.824	221.179	84.428	-116.425	190.153	102.447	-129.615	210.122	71.978	-154.667	170.51	93.282	-137.055	191.366	72.731	-149.978	154.876	115.817	-130.36	170.084	104.064	64.364	538.595	148.195	101.136	529.199	95.539	125.767	566.664	93.075	108.518	546.83	68.562	121.481	584.44	78.984	95.671	555.425	58.565	101.154	598.371	72.247	74.975	571.114	61.922	56.508	583.684	74.09	0	0	0
740	18.175	626.963	168.809	33.4	581.67	195.528	64.091	631.608	126.985	95.543	588.575	162.107	-163.055	150.977	178.467	-121.391	198.571	190.15	-153.608	240.262	193.793	-126.759	248.991	139.492	-106.698	207.088	113.974	-113.08	221.638	84.383	-115.643	190.605	102.371	-128.875	210.679	71.978	-153.914	170.987	93.139	-136.312	191.86	72.61	-149.209	155.311	115.725	-129.618	170.547	103.955	67.72	537.641	148.077	104.646	528.252	95.552	129.303	565.802	93.269	112.41	545.954	68.651	125.214	583.732	79.155	99.447	554.53	58.589	104.871	597.674	72.359	78.693	570.264	61.965	60.215	582.922	73.919	0	0	0
741	21.427	626.009	168.587	36.577	580.676	195.31	67.367	630.674	126.946	98.79	587.676	162.213	-162.315	151.365	178.367	-120.647	198.958	190.117	-152.872	240.675	193.766	-126.023	249.434	139.354	-105.918	207.512	113.863	-112.378	222.174	84.363	-114.888	191.042	102.306	-128.096	211.106	71.925	-153.169	171.439	93.094	-135.561	192.329	72.599	-148.45	155.721	115.588	-128.851	170.984	103.876	71.052	536.705	147.996	108.148	527.277	95.555	132.844	564.898	93.444	115.964	545.1	68.739	128.854	582.975	79.346	103.196	553.795	58.846	108.527	596.896	72.419	82.373	569.471	61.89	63.88	582.217	73.645	0	0	0
742	24.663	625.049	168.261	39.681	579.727	195.086	70.74	629.843	126.849	102.041	586.739	162.261	-161.578	151.768	178.285	-119.886	199.338	190.028	-152.115	241.052	193.674	-125.311	249.86	139.346	-105.184	207.951	113.822	-111.607	222.609	84.298	-114.092	191.423	102.22	-127.309	211.534	71.875	-152.427	171.871	92.987	-134.785	192.785	72.488	-147.68	156.139	115.521	-128.125	171.428	103.79	74.332	535.779	147.844	111.506	526.313	95.508	136.322	564.025	93.631	119.517	544.266	68.823	132.517	582.286	79.575	107.181	553.094	58.776	112.143	596.191	72.532	86.004	568.705	61.901	67.457	581.225	73.705	0	0	0
743	27.83	624.073	168.035	42.769	578.752	194.88	74.051	628.933	126.935	105.199	585.822	162.3	-160.815	152.211	178.179	-119.144	199.692	189.953	-151.371	241.418	193.597	-124.556	250.267	139.204	-104.443	208.365	113.792	-110.914	223.066	84.244	-113.328	191.792	102.198	-126.477	211.867	71.775	-151.664	172.281	92.909	-134.072	193.248	72.481	-146.957	156.545	115.418	-127.362	171.83	103.709	77.605	534.803	147.634	114.937	525.426	95.429	139.668	563.226	93.705	122.992	543.406	68.93	136.15	581.579	79.775	110.664	551.775	59.037	115.757	595.481	72.751	89.665	567.917	61.879	0	0	0	0	0	0
744	31.019	623.141	167.754	45.882	577.76	194.652	77.307	628.036	126.866	108.353	584.968	162.352	-160.119	152.548	178.071	-118.386	200.058	189.914	-150.589	241.798	193.533	-123.798	250.621	139.125	-103.577	208.702	113.673	-109.87	223.372	84.226	-112.518	192.16	102.108	-125.685	212.627	71.872	-150.905	172.689	92.856	-133.303	193.659	72.368	-146.176	156.928	115.339	-126.616	172.216	103.641	80.813	533.84	147.443	118.684	524.594	95.777	143.054	562.381	93.767	126.433	542.525	69.007	139.712	580.839	79.974	114.947	551.792	58.778	119.357	594.793	72.864	93.277	567.157	61.808	0	0	0	0	0	0
745	34.131	622.202	167.484	48.908	576.801	194.398	80.558	627.178	126.855	111.493	584.033	162.305	-159.386	152.908	177.976	-117.631	200.388	189.82	-149.835	242.151	193.512	-123.065	250.983	139.15	-102.864	209.121	113.661	-109.145	223.782	84.187	-111.704	192.49	102.01	-124.81	212.66	71.692	-150.141	173.093	92.776	-132.465	194.036	72.295	-145.415	157.287	115.252	-125.852	172.569	103.563	83.974	532.933	147.258	122.045	523.698	95.642	146.427	561.505	93.974	129.854	541.675	69.025	143.2	580.097	80.064	118.528	550.873	58.891	122.881	594.116	72.966	96.978	566.454	61.554	0	0	0	0	0	0
746	37.217	621.265	167.144	51.884	575.81	194.154	83.7	626.271	126.866	114.562	583.118	162.314	-158.651	153.247	177.897	-116.879	200.731	189.803	-149.066	242.504	193.463	-122.274	251.38	139.018	-102.072	209.485	113.594	-108.398	224.171	84.107	-110.907	192.825	101.999	-123.98	213.027	71.608	-149.361	173.438	92.697	-131.753	194.411	72.292	-144.668	157.646	115.187	-125.102	172.97	103.485	87.097	531.979	147.078	125.344	522.817	95.581	149.724	560.632	94.096	133.241	540.862	69.063	146.655	579.348	80.207	122.094	550.147	58.92	126.446	593.452	72.983	100.61	565.761	61.455	0	0	0	0	0	0
747	40.26	620.304	166.868	54.839	574.835	193.864	86.791	625.403	126.708	117.602	582.169	162.32	-157.897	153.584	177.819	-116.126	201.043	189.753	-148.107	242.753	193.544	-121.535	251.727	138.992	-101.367	209.865	113.534	-107.719	224.622	84.103	-110.062	193.126	101.97	-123.143	213.329	71.568	-148.563	173.777	92.621	-130.911	194.798	72.181	-143.888	157.995	115.125	-124.31	173.299	103.403	90.214	531.061	146.826	128.522	521.921	95.343	153.06	559.723	94.206	136.55	540.013	69.092	150.278	578.755	80.225	125.439	549.68	59.089	129.962	592.779	73.1	104.19	565.045	61.305	0	0	0	0	0	0
748	43.252	619.361	166.559	57.742	573.856	193.592	89.983	624.535	126.716	120.565	581.22	162.284	-157.16	153.913	177.751	-115.358	201.415	189.684	-147.4	243.067	193.528	-120.879	252.127	138.848	-100.62	210.213	113.508	-107.016	225.013	84.092	-109.217	193.443	101.932	-122.289	213.675	71.503	-147.789	174.439	92.52	-130.12	195.151	72.142	-143.079	158.291	115.044	-123.511	173.664	103.352	93.264	530.084	146.581	131.757	521.044	95.265	156.244	558.881	94.246	139.885	539.253	69.033	153.712	578.085	80.4	129.043	549.051	59.042	0	0	0	107.724	564.441	61.311	0	0	0	0	0	0
749	46.253	618.413	166.214	60.618	572.855	193.311	93.03	623.636	126.701	123.557	580.306	162.148	-156.39	154.234	177.669	-114.621	201.698	189.675	-146.59	243.407	193.49	-120.115	252.504	138.79	-99.849	210.586	113.449	-106.252	225.371	84.078	-108.396	193.76	101.933	-121.418	213.95	71.479	-146.927	174.71	92.445	-129.331	195.519	72.134	-142.275	158.628	114.993	-122.711	173.96	103.297	96.305	529.262	146.155	134.907	520.181	95.121	159.443	558.026	94.246	143.135	538.439	68.995	157.116	577.389	80.447	132.494	548.367	58.947	0	0	0	111.285	563.845	61.14	0	0	0	0	0	0
750	49.196	617.482	165.928	63.444	571.839	192.999	96.03	622.734	126.592	126.446	579.33	162.095	-155.637	154.554	177.606	-113.848	201.99	189.654	-145.87	243.721	193.417	-119.383	252.774	138.787	-99.114	210.949	113.442	-105.576	225.83	84.063	-107.556	194.053	101.904	-120.556	214.276	71.435	-146.142	175.093	92.409	-128.496	195.865	72.055	-141.476	158.932	114.918	-121.894	174.326	103.259	99.28	528.316	145.935	137.989	519.279	94.907	162.546	557.153	94.212	146.349	537.626	68.888	160.473	576.709	80.535	136.029	547.82	58.837	140.395	590.95	73.296	115.105	563.793	60.944	0	0	0	0	0	0
751	52.075	616.615	165.535	66.241	570.833	192.682	98.992	621.902	126.322	129.343	578.363	162.05	-154.874	154.855	177.547	-113.089	202.297	189.624	-145.131	244.024	193.378	-118.588	253.108	138.658	-98.286	211.239	113.406	-104.938	226.208	84.21	-106.654	194.371	101.797	-120.092	214.958	71.494	-145.365	175.45	92.374	-127.709	196.222	72.092	-140.657	159.224	114.882	-121.095	174.645	103.221	102.167	527.369	145.606	141.018	518.342	94.661	165.139	556.073	94.666	149.528	536.824	68.777	163.795	576.094	80.599	139.618	547.279	58.652	143.811	590.37	73.44	118.599	563.24	60.746	0	0	0	0	0	0
752	54.996	615.718	165.178	69.005	569.834	192.399	101.969	621.022	126.359	132.144	577.386	161.967	-154.12	155.13	177.473	-112.326	202.546	189.618	-144.393	244.312	193.338	-117.868	253.415	138.613	-97.517	211.578	113.37	-104.187	226.583	84.209	-105.808	194.691	101.774	-119.174	215.264	71.525	-144.492	175.747	92.291	-126.89	196.585	72.02	-139.846	159.527	114.812	-120.267	174.975	103.192	105.011	526.425	145.276	144.005	517.482	94.434	168.234	555.223	94.723	152.674	536.027	68.628	167.182	575.523	80.749	143.104	546.759	58.488	147.266	589.884	73.462	122.116	562.724	60.515	0	0	0	0	0	0
753	57.79	614.781	164.822	71.713	568.824	192.06	104.8	620.145	126.193	134.927	576.425	161.784	-153.355	155.418	177.378	-111.562	202.829	189.604	-143.632	244.598	193.278	-117.168	253.715	138.612	-96.76	211.955	113.363	-103.337	226.971	84.085	-104.987	195.013	101.763	-117.997	215.268	71.497	-143.688	176.071	92.265	-126.069	196.949	72.028	-139.049	159.816	114.774	-119.444	175.288	103.164	107.835	525.461	145.004	146.941	516.565	94.184	171.177	554.391	94.583	155.74	535.25	68.499	170.516	574.913	80.819	146.415	546.192	58.275	150.805	589.991	73.404	125.63	562.209	60.256	0	0	0	0	0	0
754	60.566	613.866	164.489	74.33	567.844	191.732	107.669	619.317	126.099	137.645	575.457	161.651	-152.587	155.683	177.318	-110.791	203.074	189.581	-142.888	244.835	193.215	-116.381	254.032	138.479	-96.058	212.299	113.413	-102.56	227.353	84.096	-104.183	195.282	101.825	-117.169	215.635	71.477	-142.899	176.121	92.257	-125.276	197.298	72.085	-138.206	160.12	114.696	-118.653	175.58	103.102	110.588	524.523	144.582	149.809	515.71	93.857	174.205	553.558	94.623	158.859	534.552	68.34	173.826	574.382	80.957	149.961	545.714	58.085	154.217	589.529	73.515	129.136	561.776	59.981	0	0	0	0	0	0
755	63.346	612.888	164.039	76.941	566.841	191.411	110.49	618.435	126.043	140.33	574.525	161.507	-151.82	155.925	177.252	-110.042	203.29	189.571	-142.142	245.098	193.205	-115.658	254.292	138.44	-95.158	212.507	113.34	-101.795	227.662	84.089	-103.286	195.57	101.746	-116.312	215.919	71.496	-142.103	176.472	92.237	-124.444	197.667	72.008	-137.404	160.423	114.638	-117.844	175.883	103.061	113.301	523.633	144.22	152.384	514.808	93.412	177.207	552.788	94.634	161.848	533.804	68.2	177.028	573.74	80.941	153.485	545.322	57.798	157.526	588.964	73.655	132.664	561.468	59.732	0	0	0	0	0	0
