Trajectories
100
	x_RWristOut			x_RWristIn			x_RHandOut			x_RHandIn			x_RThumbTip			x_RIndexTip			x_RMiddleTip			x_RRingTip			x_RPinkyTip			x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_LThumbTip			x_LIndexTip			x_LMiddleTip			x_LRingTip			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-787.582	-409.925	686.609	-744.64	-412.524	689.865	-794.483	-481.191	670.923	-734.317	-497.932	689.096	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
42	-787.421	-409.944	688.032	-744.504	-412.342	691.193	-794.364	-481.161	672.681	-734.154	-497.623	690.728	-697.81	-532.872	665.078	-746.31	-599.038	662.141	0	0	0	-776.647	-597.221	654.433	-780.81	-562.093	663.201	-771.173	1055.739	688.446	-715.989	1048.732	690.749	-767.673	1128.463	673.022	-708.16	1126.09	693.003	-673.302	1162.217	673.539	-704.688	1231.54	666.747	-714.704	1244.406	660.188	-730.137	1230.552	660.031	-756.287	1205.127	657.042
43	-787.433	-409.926	688.097	-744.517	-412.344	691.26	-794.385	-481.14	672.749	-734.183	-497.629	690.803	-697.841	-532.878	665.212	-746.314	-599.056	662.202	0	0	0	-776.863	-597.491	655.192	-780.818	-562.081	663.22	-771.221	1055.75	688.457	-716.026	1048.738	690.755	-767.718	1128.472	673.031	-708.223	1126.137	693.043	-673.341	1162.224	673.525	-704.762	1231.55	666.726	-714.762	1244.439	660.18	-730.213	1230.589	660.029	-756.341	1205.153	657.07
44	-787.45	-409.917	688.145	-744.541	-412.326	691.31	-794.392	-481.153	672.813	-734.203	-497.625	690.861	-697.874	-532.875	665.317	-746.347	-599.019	662.27	0	0	0	-776.865	-597.478	655.222	-780.828	-562.072	663.303	-771.249	1055.755	688.455	-716.061	1048.771	690.781	-767.767	1128.504	673.076	-708.272	1126.137	693.014	-673.401	1162.241	673.541	-704.82	1231.576	666.741	-714.814	1244.418	660.189	-730.259	1230.558	659.972	-756.399	1205.129	657.026
45	-787.469	-409.911	688.201	-744.556	-412.326	691.353	-794.413	-481.153	672.872	-734.22	-497.637	690.927	-697.898	-532.9	665.444	-746.36	-599.02	662.333	0	0	0	-776.891	-597.477	655.334	-780.857	-562.084	663.402	-771.295	1055.76	688.468	-716.111	1048.796	690.793	-767.802	1128.467	673.048	-708.33	1126.174	693.045	-673.448	1162.262	673.537	-704.886	1231.566	666.72	-714.858	1244.399	660.111	-730.313	1230.602	659.998	-756.464	1205.131	657.033
46	-787.483	-409.919	688.253	-744.561	-412.316	691.396	-794.446	-481.144	672.941	-734.247	-497.629	691.03	-697.904	-532.898	665.492	-746.403	-599.062	662.506	0	0	0	-776.91	-597.482	655.408	-780.887	-562.077	663.483	-771.347	1055.78	688.465	-716.151	1048.781	690.788	-767.865	1128.465	673.028	-708.375	1126.181	693.046	-673.507	1162.278	673.553	-704.938	1231.573	666.739	-714.94	1244.461	660.188	-730.365	1230.629	660.034	-756.511	1205.162	657.025
47	-787.494	-409.904	688.29	-744.576	-412.325	691.454	-794.45	-481.151	672.99	-734.273	-497.642	691.105	-697.946	-532.929	665.577	-746.432	-599.056	662.571	0	0	0	-776.939	-597.473	655.488	-780.895	-562.075	663.537	-771.382	1055.781	688.483	-716.182	1048.816	690.806	-767.925	1128.519	673.067	-708.434	1126.191	693.059	-673.569	1162.275	673.543	-705.002	1231.6	666.742	-715.002	1244.455	660.149	-730.448	1230.607	659.982	-756.584	1205.178	657.026
48	-787.498	-409.907	688.331	-744.583	-412.324	691.499	-794.469	-481.144	673.045	-734.29	-497.636	691.175	-697.973	-532.931	665.607	-746.497	-599.054	662.659	0	0	0	-776.856	-597.269	655.113	-780.932	-562.077	663.638	-771.413	1055.796	688.486	-716.22	1048.823	690.827	-767.97	1128.518	673.071	-708.481	1126.223	693.067	-673.613	1162.314	673.565	-705.06	1231.6	666.715	-715.065	1244.468	660.169	-730.475	1230.659	660.005	-756.64	1205.203	657.059
49	-787.506	-409.91	688.364	-744.615	-412.339	691.554	-794.487	-481.15	673.095	-734.313	-497.633	691.248	-698.019	-532.936	665.667	-746.469	-599.126	662.726	0	0	0	-777.004	-597.486	655.664	-780.954	-562.072	663.706	-771.454	1055.803	688.474	-716.269	1048.867	690.845	-768.008	1128.523	673.104	-708.508	1126.229	693.06	-673.668	1162.356	673.56	-705.131	1231.642	666.775	-715.126	1244.51	660.194	-730.545	1230.664	660.009	-756.716	1205.182	657.008
50	-787.537	-409.911	688.414	-744.624	-412.329	691.597	-794.512	-481.145	673.136	-734.337	-497.64	691.317	-698.025	-532.949	665.702	-746.543	-599.096	662.84	0	0	0	-776.906	-597.276	655.24	-780.978	-562.063	663.743	-771.477	1055.797	688.457	-716.295	1048.86	690.82	-768.045	1128.532	673.077	-708.562	1126.235	693.062	-673.713	1162.36	673.557	-705.189	1231.66	666.745	-715.165	1244.494	660.164	-730.586	1230.684	660.005	-756.749	1205.196	657.017
51	-787.543	-409.917	688.498	-744.63	-412.333	691.644	-794.532	-481.154	673.201	-734.349	-497.638	691.36	-698.067	-532.956	665.772	-746.603	-599.09	662.898	0	0	0	-777.055	-597.477	655.747	-781.035	-562.081	663.86	-771.516	1055.804	688.44	-716.327	1048.877	690.839	-768.067	1128.537	673.09	-708.593	1126.28	693.096	-673.765	1162.41	673.571	-705.225	1231.677	666.756	-715.202	1244.491	660.153	-730.635	1230.722	660.007	-756.795	1205.235	657.035
52	-787.561	-409.93	688.557	-744.649	-412.331	691.67	-794.532	-481.149	673.236	-734.382	-497.648	691.429	-698.082	-532.97	665.805	-746.611	-599.091	662.941	0	0	0	-777.09	-597.492	655.815	-781.041	-562.101	663.922	-771.535	1055.816	688.455	-716.355	1048.902	690.832	-768.108	1128.53	673.031	-708.635	1126.284	693.066	-673.805	1162.433	673.558	-705.275	1231.678	666.753	-715.268	1244.539	660.179	-730.692	1230.704	659.993	-756.81	1205.181	656.96
53	-787.6	-409.939	688.64	-744.667	-412.329	691.723	-794.55	-481.154	673.287	-734.407	-497.641	691.467	-698.09	-532.97	665.85	-746.631	-599.08	662.988	0	0	0	-777.094	-597.479	655.852	-781.069	-562.083	663.956	-771.558	1055.786	688.391	-716.372	1048.92	690.809	-768.145	1128.584	673.068	-708.666	1126.298	693.059	-673.837	1162.437	673.559	-705.293	1231.712	666.77	-715.304	1244.569	660.186	-730.689	1230.729	660.004	-756.832	1205.189	656.941
54	-787.596	-409.921	688.661	-744.69	-412.339	691.777	-794.564	-481.159	673.308	-734.419	-497.644	691.519	-698.121	-532.98	665.914	-746.658	-599.059	663.005	0	0	0	-777.135	-597.485	655.877	-781.071	-562.07	663.958	-771.567	1055.809	688.375	-716.403	1048.923	690.815	-768.168	1128.574	673.015	-708.678	1126.304	693.044	-673.848	1162.462	673.558	-705.304	1231.728	666.769	-715.303	1244.541	660.126	-730.724	1230.739	659.971	-756.854	1205.198	656.925
55	-787.62	-409.926	688.722	-744.698	-412.337	691.815	-794.575	-481.153	673.349	-734.436	-497.641	691.554	-698.156	-532.986	665.998	-746.695	-599.093	663.065	0	0	0	-777.133	-597.486	655.911	-781.111	-562.083	664.031	-771.602	1055.819	688.354	-716.402	1048.92	690.781	-768.164	1128.565	672.964	-708.706	1126.319	693.042	-673.872	1162.483	673.562	-705.331	1231.732	666.752	-715.307	1244.547	660.127	-730.741	1230.733	659.974	-756.87	1205.249	656.952
56	-787.628	-409.915	688.751	-744.702	-412.317	691.839	-794.601	-481.158	673.411	-734.453	-497.641	691.586	-698.159	-532.98	666.022	-746.749	-599.139	663.219	0	0	0	-777.155	-597.477	655.947	-781.136	-562.084	664.076	-771.605	1055.839	688.377	-716.411	1048.939	690.76	-768.183	1128.56	672.897	-708.712	1126.334	693.028	-673.875	1162.48	673.546	-705.344	1231.759	666.763	-715.351	1244.573	660.148	-730.747	1230.734	659.937	-756.872	1205.224	656.888
57	-787.636	-409.911	688.77	-744.734	-412.327	691.893	-794.607	-481.145	673.428	-734.469	-497.63	691.629	-698.17	-532.977	666.071	-746.782	-599.117	663.289	0	0	0	-777.159	-597.471	655.927	-781.154	-562.083	664.106	-771.61	1055.823	688.318	-716.421	1048.945	690.74	-768.192	1128.593	672.924	-708.723	1126.338	693.018	-673.892	1162.497	673.547	-705.339	1231.732	666.713	-715.35	1244.605	660.142	-730.757	1230.735	659.928	-756.899	1205.268	656.898
58	-787.662	-409.901	688.794	-744.748	-412.312	691.935	-794.637	-481.144	673.439	-734.498	-497.642	691.68	-698.178	-532.968	666.144	-746.76	-599.098	663.275	0	0	0	-777.179	-597.468	655.962	-781.176	-562.08	664.131	-771.604	1055.855	688.316	-716.42	1048.954	690.756	-768.187	1128.576	672.882	-708.711	1126.373	693.028	-673.883	1162.491	673.533	-705.336	1231.748	666.701	-715.341	1244.614	660.099	-730.75	1230.761	659.922	-756.911	1205.285	656.891
59	-787.669	-409.904	688.816	-744.759	-412.31	691.967	-794.648	-481.14	673.468	-734.506	-497.627	691.717	-698.199	-532.972	666.205	-746.791	-599.107	663.328	0	0	0	-777.207	-597.459	656.005	-781.183	-562.065	664.166	-771.616	1055.852	688.284	-716.41	1048.957	690.711	-768.193	1128.596	672.865	-708.718	1126.388	693.016	-673.888	1162.5	673.505	-705.334	1231.768	666.703	-715.328	1244.61	660.079	-730.74	1230.755	659.9	-756.907	1205.282	656.869
60	-787.676	-409.885	688.842	-744.763	-412.285	691.997	-794.65	-481.122	673.499	-734.521	-497.622	691.756	-698.205	-532.964	666.307	-746.804	-599.097	663.351	0	0	0	-777.213	-597.465	656.05	-781.186	-562.052	664.195	-771.599	1055.83	688.241	-716.421	1048.977	690.711	-768.202	1128.629	672.866	-708.697	1126.393	692.991	-673.878	1162.512	673.478	-705.325	1231.754	666.648	-715.339	1244.622	660.05	-730.744	1230.783	659.882	-756.917	1205.295	656.863
61	-787.685	-409.885	688.858	-744.783	-412.281	692.029	-794.663	-481.112	673.526	-734.534	-497.617	691.807	-698.211	-532.963	666.362	-746.817	-599.048	663.368	0	0	0	-777.223	-597.438	656.067	-781.202	-562.053	664.229	-771.595	1055.865	688.239	-716.423	1048.97	690.68	-768.177	1128.627	672.849	-708.703	1126.396	692.961	-673.858	1162.507	673.45	-705.3	1231.798	666.636	-715.31	1244.631	660.06	-730.714	1230.774	659.842	-756.919	1205.306	656.817
62	-787.695	-409.866	688.856	-744.801	-412.262	692.066	-794.67	-481.102	673.571	-734.532	-497.596	691.815	-698.239	-532.945	666.432	-746.824	-599.052	663.414	0	0	0	-777.212	-597.441	656.098	-781.218	-562.05	664.296	-771.59	1055.868	688.209	-716.394	1048.964	690.655	-768.179	1128.672	672.864	-708.686	1126.409	692.949	-673.845	1162.523	673.444	-705.298	1231.784	666.598	-715.296	1244.669	660.049	-730.717	1230.787	659.825	-756.912	1205.311	656.804
63	-787.716	-409.851	688.884	-744.795	-412.265	692.102	-794.669	-481.089	673.587	-734.539	-497.586	691.856	-698.238	-532.943	666.479	-746.8	-599.07	663.441	0	0	0	-777.227	-597.41	656.144	-781.219	-562.029	664.321	-771.58	1055.881	688.212	-716.376	1048.971	690.612	-768.149	1128.648	672.827	-708.668	1126.413	692.887	-673.818	1162.51	673.414	-705.279	1231.783	666.559	-715.293	1244.665	660.001	-730.692	1230.819	659.833	-756.907	1205.317	656.761
64	-787.723	-409.842	688.911	-744.808	-412.25	692.128	-794.673	-481.078	673.622	-734.548	-497.578	691.872	-698.219	-532.906	666.494	-746.798	-599.066	663.489	0	0	0	-777.217	-597.416	656.193	-781.213	-562.021	664.353	-771.559	1055.903	688.195	-716.373	1048.993	690.62	-768.138	1128.67	672.829	-708.663	1126.394	692.854	-673.789	1162.518	673.379	-705.255	1231.78	666.522	-715.261	1244.659	659.943	-730.658	1230.793	659.772	-756.888	1205.32	656.736
65	-787.722	-409.842	688.919	-744.814	-412.239	692.149	-794.687	-481.065	673.646	-734.55	-497.567	691.893	-698.222	-532.914	666.53	-746.779	-599.03	663.471	0	0	0	-777.224	-597.393	656.218	-781.21	-562.01	664.381	-771.537	1055.908	688.165	-716.362	1048.979	690.569	-768.128	1128.667	672.751	-708.646	1126.404	692.836	-673.785	1162.517	673.374	-705.243	1231.794	666.507	-715.264	1244.682	659.944	-730.651	1230.817	659.759	-756.876	1205.344	656.729
66	-787.745	-409.828	688.951	-744.83	-412.244	692.163	-794.712	-481.065	673.709	-734.556	-497.56	691.909	-698.212	-532.89	666.511	-746.814	-599	663.544	0	0	0	-777.246	-597.407	656.288	-781.227	-561.993	664.423	-771.534	1055.915	688.137	-716.354	1048.997	690.559	-768.099	1128.667	672.71	-708.628	1126.413	692.808	-673.757	1162.511	673.332	-705.208	1231.787	666.46	-715.246	1244.74	659.978	-730.623	1230.795	659.73	-756.846	1205.324	656.68
67	-787.75	-409.827	688.966	-744.849	-412.229	692.182	-794.707	-481.049	673.72	-734.557	-497.552	691.932	-698.228	-532.885	666.538	-746.788	-598.999	663.546	0	0	0	-777.083	-597.195	655.778	-781.211	-562	664.426	-771.528	1055.913	688.111	-716.344	1049.007	690.521	-768.081	1128.683	672.69	-708.622	1126.411	692.78	-673.73	1162.514	673.312	-705.192	1231.821	666.448	-715.202	1244.699	659.898	-730.617	1230.824	659.731	-756.825	1205.345	656.642
68	-787.759	-409.823	689.007	-744.855	-412.219	692.221	-794.718	-481.052	673.744	-734.557	-497.54	691.937	-698.226	-532.88	666.557	-746.784	-598.99	663.532	0	0	0	-777.214	-597.4	656.31	-781.209	-561.985	664.412	-771.508	1055.941	688.092	-716.339	1049.013	690.513	-768.054	1128.682	672.627	-708.596	1126.411	692.762	-673.71	1162.512	673.284	-705.173	1231.821	666.428	-715.176	1244.655	659.83	-730.576	1230.826	659.684	-756.797	1205.361	656.608
69	-787.773	-409.818	689.022	-744.858	-412.223	692.236	-794.731	-481.05	673.765	-734.583	-497.54	691.969	-698.243	-532.889	666.603	-746.772	-598.996	663.582	0	0	0	-777.096	-597.184	655.835	-781.211	-561.967	664.446	-771.507	1055.953	688.057	-716.313	1049.01	690.472	-768.06	1128.717	672.597	-708.584	1126.415	692.733	-673.687	1162.522	673.265	-705.149	1231.827	666.4	-715.151	1244.713	659.867	-730.563	1230.826	659.669	-756.776	1205.368	656.612
70	-787.776	-409.809	689.039	-744.871	-412.202	692.258	-794.746	-481.042	673.778	-734.59	-497.53	691.989	-698.242	-532.862	666.635	-746.786	-598.986	663.579	0	0	0	-777.228	-597.396	656.336	-781.235	-561.981	664.469	-771.493	1055.972	688.022	-716.312	1049.027	690.428	-768.001	1128.558	672.407	-708.561	1126.443	692.704	-673.681	1162.518	673.223	-705.12	1231.85	666.383	-715.125	1244.737	659.845	-730.526	1230.825	659.631	-756.755	1205.352	656.514
71	-787.805	-409.8	689.064	-744.915	-412.22	692.341	-794.751	-481.029	673.796	-734.629	-497.533	692.017	-698.261	-532.857	666.651	-746.778	-598.988	663.556	0	0	0	-777.112	-597.159	655.844	-781.236	-561.963	664.477	-771.463	1055.972	687.994	-716.294	1049.034	690.415	-768.01	1128.725	672.55	-708.548	1126.433	692.669	-673.65	1162.519	673.202	-705.094	1231.838	666.328	-715.096	1244.673	659.779	-730.528	1230.852	659.602	-756.727	1205.398	656.523
72	-787.809	-409.796	689.071	-744.928	-412.206	692.36	-794.781	-481.033	673.82	-734.638	-497.528	692.054	-698.29	-532.871	666.696	-746.828	-598.979	663.66	0	0	0	-777.135	-597.167	655.882	-781.276	-561.976	664.524	-771.454	1056.003	687.987	-716.276	1049.032	690.375	-767.973	1128.594	672.362	-708.528	1126.417	692.609	-673.626	1162.515	673.155	-705.067	1231.853	666.288	-715.082	1244.734	659.751	-730.515	1230.853	659.556	-756.709	1205.418	656.481
73	-787.839	-409.793	689.097	-744.958	-412.213	692.377	-794.811	-481.022	673.846	-734.669	-497.516	692.08	-698.287	-532.867	666.726	-746.845	-598.956	663.66	0	0	0	-777.19	-597.168	655.958	-781.294	-561.955	664.523	-771.446	1056.025	687.958	-716.258	1049.041	690.347	-767.953	1128.652	672.38	-708.497	1126.443	692.578	-673.61	1162.531	673.1	-705.055	1231.853	666.22	-715.068	1244.761	659.751	-730.497	1230.89	659.54	-756.695	1205.431	656.435
74	-787.852	-409.78	689.102	-744.974	-412.189	692.418	-794.819	-481.011	673.875	-734.702	-497.511	692.116	-698.323	-532.862	666.765	-746.888	-598.97	663.699	0	0	0	-777.208	-597.156	655.993	-781.326	-561.957	664.565	-771.425	1056.022	687.92	-716.234	1049.054	690.34	-767.92	1128.644	672.324	-708.481	1126.451	692.522	-673.603	1162.536	673.074	-705.025	1231.838	666.187	-715.052	1244.76	659.702	-730.479	1230.864	659.486	-756.69	1205.46	656.414
75	-787.887	-409.757	689.131	-745	-412.192	692.452	-794.845	-481.008	673.883	-734.732	-497.509	692.152	-698.348	-532.86	666.791	-746.912	-598.95	663.713	0	0	0	-777.224	-597.142	655.991	-781.356	-561.947	664.602	-771.413	1056.04	687.901	-716.234	1049.067	690.288	-767.911	1128.667	672.31	-708.454	1126.453	692.484	-673.588	1162.536	673.009	-705.008	1231.876	666.163	-715.033	1244.764	659.644	-730.455	1230.883	659.436	-756.673	1205.474	656.364
76	-787.907	-409.766	689.188	-745.024	-412.184	692.452	-794.88	-480.986	673.91	-734.769	-497.507	692.172	-698.374	-532.871	666.836	-746.941	-598.919	663.745	0	0	0	-777.263	-597.127	656.037	-781.39	-561.938	664.63	-771.405	1056.042	687.866	-716.22	1049.073	690.263	-767.897	1128.688	672.276	-708.438	1126.446	692.461	-673.575	1162.561	672.96	-704.999	1231.851	666.093	-715.034	1244.788	659.635	-730.45	1230.884	659.375	-756.648	1205.47	656.288
77	-787.933	-409.752	689.198	-745.044	-412.171	692.496	-794.907	-480.985	673.938	-734.809	-497.493	692.219	-698.396	-532.874	666.833	-746.988	-598.929	663.747	0	0	0	-777.481	-597.388	656.7	-781.424	-561.936	664.655	-771.382	1056.071	687.846	-716.199	1049.073	690.238	-767.882	1128.703	672.288	-708.416	1126.456	692.425	-673.559	1162.524	672.908	-704.976	1231.847	666.05	-714.973	1244.713	659.415	-730.428	1230.903	659.349	-756.631	1205.466	656.235
78	-787.953	-409.749	689.198	-745.054	-412.171	692.497	-794.931	-480.981	673.957	-734.839	-497.498	692.243	-698.43	-532.871	666.872	-747.001	-598.918	663.783	0	0	0	-777.548	-597.392	656.762	-781.452	-561.921	664.672	-771.378	1056.094	687.825	-716.187	1049.082	690.203	-767.869	1128.733	672.252	-708.41	1126.477	692.391	-673.547	1162.528	672.869	-704.957	1231.859	665.972	-714.927	1244.654	659.288	-730.406	1230.896	659.282	-756.615	1205.466	656.148
79	-787.983	-409.72	689.214	-745.083	-412.176	692.517	-794.953	-480.96	673.952	-734.863	-497.485	692.258	-698.453	-532.87	666.909	-747.046	-598.904	663.768	0	0	0	-777.586	-597.377	656.773	-781.498	-561.911	664.717	-771.363	1056.048	687.739	-716.164	1049.094	690.191	-767.841	1128.763	672.254	-708.393	1126.458	692.38	-673.531	1162.534	672.861	-704.936	1231.869	665.965	-714.921	1244.666	659.29	-730.393	1230.902	659.224	-756.596	1205.474	656.126
80	-787.995	-409.731	689.22	-745.105	-412.174	692.552	-794.986	-480.968	673.997	-734.909	-497.495	692.305	-698.467	-532.866	666.941	-747.087	-598.908	663.798	0	0	0	-777.615	-597.377	656.765	-781.526	-561.916	664.736	-771.357	1056.039	687.69	-716.157	1049.093	690.142	-767.836	1128.775	672.208	-708.386	1126.48	692.343	-673.519	1162.555	672.823	-704.921	1231.866	665.911	-714.892	1244.689	659.245	-730.369	1230.907	659.196	-756.561	1205.473	656.079
81	-788.025	-409.718	689.263	-745.129	-412.167	692.573	-795.01	-480.941	673.983	-734.945	-497.491	692.322	-698.467	-532.858	666.936	-747.123	-598.898	663.81	0	0	0	-777.675	-597.37	656.789	-781.561	-561.91	664.747	-771.332	1056.078	687.671	-716.153	1049.111	690.123	-767.816	1128.782	672.188	-708.378	1126.489	692.296	-673.505	1162.534	672.752	-704.905	1231.873	665.874	-714.853	1244.637	659.132	-730.342	1230.923	659.129	-756.537	1205.476	655.989
82	-788.052	-409.713	689.288	-745.151	-412.152	692.584	-795.026	-480.941	673.983	-734.975	-497.477	692.348	-698.509	-532.866	667.007	-747.215	-598.795	663.966	0	0	0	-777.551	-597.121	656.281	-781.595	-561.91	664.756	-771.314	1056.059	687.621	-716.124	1049.123	690.093	-767.8	1128.771	672.14	-708.358	1126.496	692.256	-673.497	1162.58	672.76	-704.892	1231.885	665.829	-714.871	1244.697	659.187	-730.333	1230.942	659.117	-756.517	1205.502	655.998
83	-788.07	-409.696	689.3	-745.173	-412.169	692.617	-795.039	-480.926	674.003	-734.983	-497.467	692.366	-698.532	-532.862	667.022	-747.264	-598.758	663.996	0	0	0	-777.559	-597.077	656.231	-781.615	-561.886	664.752	-771.3	1056.078	687.605	-716.114	1049.136	690.064	-767.781	1128.847	672.161	-708.329	1126.507	692.223	-673.462	1162.561	672.686	-704.863	1231.895	665.805	-714.809	1244.639	659.036	-730.296	1230.935	659.032	-756.48	1205.459	655.89
84	-788.087	-409.686	689.313	-745.181	-412.146	692.605	-795.065	-480.933	674.026	-735.001	-497.46	692.379	-698.562	-532.868	667.035	-747.17	-598.87	663.812	0	0	0	-777.734	-597.339	656.806	-781.633	-561.874	664.761	-771.282	1056.079	687.57	-716.102	1049.148	690.034	-767.78	1128.838	672.116	-708.315	1126.509	692.201	-673.44	1162.58	672.658	-704.845	1231.923	665.755	-714.802	1244.686	659.026	-730.36	1230.726	658.941	-756.455	1205.504	655.905
85	-788.107	-409.68	689.341	-745.187	-412.12	692.626	-795.078	-480.913	674.037	-735.023	-497.463	692.414	-698.583	-532.851	667.049	-747.191	-598.872	663.888	0	0	0	-777.748	-597.328	656.814	-781.652	-561.882	664.8	-771.255	1056.102	687.549	-716.076	1049.145	690.021	-767.752	1128.864	672.091	-708.304	1126.548	692.19	-673.412	1162.566	672.641	-704.815	1231.907	665.688	-714.781	1244.688	658.981	-730.332	1230.745	658.883	-756.419	1205.464	655.806
86	-788.119	-409.658	689.346	-745.206	-412.136	692.647	-795.104	-480.906	674.053	-735.052	-497.46	692.405	-698.615	-532.855	667.057	-747.302	-598.743	664.021	0	0	0	-777.619	-597.069	656.295	-781.667	-561.872	664.787	-771.246	1056.084	687.516	-716.06	1049.173	690.004	-767.77	1128.894	672.066	-708.279	1126.551	692.143	-673.394	1162.589	672.606	-704.788	1231.922	665.643	-714.772	1244.683	658.964	-730.31	1230.75	658.832	-756.405	1205.494	655.783
87	-788.126	-409.657	689.356	-745.223	-412.127	692.661	-795.132	-480.903	674.067	-735.057	-497.455	692.43	-698.61	-532.846	667.072	-747.325	-598.739	664.001	0	0	0	-777.639	-597.067	656.319	-781.696	-561.857	664.83	-771.218	1056.12	687.518	-716.045	1049.173	689.968	-767.747	1128.936	672.071	-708.264	1126.522	692.076	-673.372	1162.604	672.561	-704.777	1231.929	665.605	-714.756	1244.741	658.957	-730.293	1230.757	658.817	-756.397	1205.516	655.78
88	-788.15	-409.629	689.355	-745.232	-412.122	692.657	-795.132	-480.879	674.077	-735.085	-497.434	692.452	-698.635	-532.841	667.105	-747.35	-598.838	664.19	0	0	0	-777.656	-597.054	656.304	-781.704	-561.849	664.843	-771.201	1056.122	687.465	-716.024	1049.187	689.964	-767.716	1128.912	672.007	-708.25	1126.55	692.065	-673.344	1162.605	672.551	-704.752	1231.94	665.593	-714.732	1244.731	658.917	-730.276	1230.749	658.774	-756.378	1205.463	655.71
89	-788.159	-409.63	689.39	-745.255	-412.1	692.702	-795.145	-480.88	674.106	-735.107	-497.443	692.494	-698.674	-532.835	667.154	-747.409	-598.759	664.169	0	0	0	-777.66	-597.058	656.287	-781.737	-561.847	664.842	-771.189	1056.13	687.457	-716	1049.192	689.937	-767.671	1128.791	671.829	-708.233	1126.579	692.034	-673.327	1162.619	672.523	-704.735	1231.964	665.582	-714.698	1244.721	658.845	-730.256	1230.774	658.759	-756.357	1205.521	655.731
90	-788.163	-409.614	689.388	-745.272	-412.103	692.723	-795.18	-480.866	674.113	-735.112	-497.425	692.493	-698.664	-532.822	667.128	-747.415	-598.745	664.163	0	0	0	-777.68	-597.022	656.312	-781.752	-561.828	664.847	-771.169	1056.117	687.433	-715.973	1049.202	689.91	-767.646	1128.803	671.832	-708.204	1126.563	691.996	-673.302	1162.625	672.481	-704.714	1231.956	665.541	-714.709	1244.759	658.855	-730.229	1230.765	658.741	-756.322	1205.471	655.656
91	-788.179	-409.602	689.397	-745.268	-412.084	692.718	-795.177	-480.849	674.121	-735.137	-497.419	692.51	-698.71	-532.818	667.209	-747.409	-598.689	664.068	0	0	0	-777.7	-597.007	656.335	-781.774	-561.823	664.888	-771.139	1056.14	687.417	-715.947	1049.228	689.92	-767.627	1128.811	671.796	-708.192	1126.605	692.022	-673.27	1162.637	672.489	-704.675	1231.929	665.502	-714.679	1244.768	658.823	-730.211	1230.796	658.732	-756.309	1205.48	655.638
92	-788.19	-409.599	689.394	-745.284	-412.071	692.74	-795.192	-480.846	674.134	-735.147	-497.415	692.539	-698.695	-532.798	667.211	-747.356	-598.816	664.047	0	0	0	-777.866	-597.237	656.875	-781.79	-561.805	664.904	-771.119	1056.159	687.402	-715.934	1049.214	689.88	-767.613	1128.806	671.802	-708.169	1126.591	691.955	-673.245	1162.649	672.468	-704.672	1231.966	665.492	-714.657	1244.797	658.861	-730.188	1230.797	658.725	-756.269	1205.495	655.642
93	-788.192	-409.607	689.413	-745.283	-412.064	692.728	-795.211	-480.838	674.156	-735.174	-497.409	692.553	-698.715	-532.797	667.24	-747.411	-598.869	664.199	0	0	0	-777.865	-597.232	656.874	-781.797	-561.803	664.904	-771.095	1056.163	687.357	-715.903	1049.208	689.832	-767.589	1128.795	671.712	-708.142	1126.571	691.944	-673.215	1162.657	672.459	-704.645	1231.967	665.49	-714.625	1244.811	658.854	-730.175	1230.808	658.716	-756.255	1205.495	655.614
94	-788.198	-409.592	689.406	-745.302	-412.062	692.752	-795.212	-480.835	674.159	-735.17	-497.4	692.554	-698.737	-532.791	667.276	-747.386	-598.896	664.207	0	0	0	-777.897	-597.219	656.917	-781.821	-561.797	664.925	-771.074	1056.176	687.336	-715.894	1049.257	689.829	-767.57	1128.821	671.736	-708.121	1126.603	691.934	-673.177	1162.667	672.455	-704.628	1231.982	665.459	-714.626	1244.822	658.835	-730.019	1230.97	658.65	-756.24	1205.511	655.592
95	-788.211	-409.579	689.434	-745.301	-412.049	692.744	-795.223	-480.809	674.157	-735.185	-497.394	692.571	-698.742	-532.774	667.266	-747.421	-598.86	664.244	0	0	0	-777.897	-597.23	656.949	-781.833	-561.778	664.95	-771.056	1056.19	687.313	-715.856	1049.242	689.801	-767.547	1128.819	671.682	-708.106	1126.611	691.92	-673.153	1162.679	672.442	-704.599	1231.979	665.438	-714.587	1244.825	658.815	-730.118	1230.804	658.651	-756.202	1205.54	655.591
