Trajectories
100
	x_RWristOut			x_RWristIn			x_RHandOut			x_RHandIn			x_RThumbTip			x_RIndexTip			x_RMiddleTip			x_RRingTip			x_RPinkyTip			x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_LThumbTip			x_LIndexTip			x_LMiddleTip			x_LRingTip			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-787.582	-409.925	686.609	-744.64	-412.524	689.865	-794.483	-481.191	670.923	-734.317	-497.932	689.096	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
5934	163.439	236.869	258.868	163.155	262.354	291.213	220.261	254.12	238.713	230.798	280.149	297.274	238.771	367.885	272.608	280.666	360.092	250.748	290.228	353.072	232.877	280.791	339.376	215.39	287.991	301.43	228.098	154.355	517.45	241.74	159.201	484.813	286.374	198.614	476.197	196.595	220.38	446.467	250.848	207.367	379.278	231.561	208.461	378.636	211.77	202.691	365.97	170.801	205.049	381.542	154.091	180.61	408.622	150.176
5935	164.066	237.589	259.68	163.748	263.074	291.977	220.799	255.46	239.171	231.474	281.556	297.713	238.545	369.476	272.937	280.083	362.152	250.779	289.923	354.956	232.996	281.117	341.034	215.557	288.457	303.281	228.447	153.998	517.632	241.677	158.886	485.103	286.495	198.154	476.265	196.355	219.948	446.582	250.971	206.799	379.303	232.079	207.795	378.62	212.305	201.985	365.727	171.332	204.234	381.193	154.62	179.953	408.463	150.51
5936	164.658	238.349	260.45	164.26	263.842	292.713	221.354	256.797	239.696	232.36	283.168	298.453	238.229	371.137	273.318	279.513	364.129	250.879	289.78	356.776	233.103	281.355	342.595	215.774	288.682	304.856	228.693	153.646	517.817	241.602	158.577	485.371	286.59	197.728	476.144	196.298	219.407	446.693	251.021	206.181	379.343	232.444	207.089	378.719	212.84	201.28	365.492	171.856	203.41	380.847	155.105	179.314	408.204	150.821
5937	165.254	239.091	261.194	164.764	264.62	293.443	221.772	258.133	240.182	232.992	284.626	298.827	237.995	372.717	273.489	279.045	366.356	250.694	289.701	358.741	232.995	281.636	344.061	215.903	288.579	306.032	228.714	153.301	518.001	241.517	158.224	485.674	286.642	197.313	476.089	196.282	218.933	446.801	251.159	205.561	379.329	232.895	206.506	378.713	213.265	200.593	365.259	172.348	202.601	380.498	155.546	178.668	407.984	151.072
5938	165.82	239.872	261.962	165.237	265.429	294.172	222.19	259.714	240.397	233.626	286.109	299.232	237.879	374.253	273.563	278.548	368.323	250.637	289.781	360.354	232.937	282.138	345.467	216.203	289.37	307.804	229.131	152.938	518.183	241.453	157.854	485.931	286.684	196.899	476.054	196.3	218.458	446.898	251.327	204.943	379.344	233.2	205.816	378.065	213.541	199.83	365.07	172.871	201.812	380.249	155.93	178.046	407.803	151.296
5939	166.377	240.66	262.663	165.717	266.257	294.869	222.523	261.145	240.89	234.211	287.62	299.527	237.631	375.793	273.623	278.089	370.003	250.629	289.957	361.888	232.839	282.864	346.675	216.548	289.709	309.094	229.229	152.584	518.332	241.441	157.517	486.146	286.761	196.426	475.985	196.394	218.003	446.971	251.419	204.352	379.381	233.755	205.246	378	213.895	199.133	364.906	173.217	201.067	380.067	156.261	177.395	407.726	151.491
5940	166.923	241.47	263.374	166.158	267.12	295.569	222.911	262.418	241.293	234.798	289.122	299.791	237.437	377.295	273.611	277.685	371.883	250.454	290.222	363.37	232.706	283.401	348.005	216.625	290.067	310.387	229.455	152.197	518.526	241.487	157.165	486.387	286.863	195.968	475.92	196.464	217.533	446.991	251.514	202.203	378.717	232.513	204.569	377.993	214.269	198.384	364.756	173.594	200.352	379.959	156.58	176.724	407.648	151.659
5941	167.453	242.273	264.085	166.591	267.965	296.259	223.262	263.694	241.688	235.349	290.66	300.032	237.222	378.756	273.511	277.114	373.579	250.049	290.58	364.752	232.476	283.98	349.207	216.673	290.455	311.619	229.607	151.839	518.683	241.523	156.791	486.614	286.965	195.542	475.921	196.511	217.013	446.986	251.717	201.567	378.688	232.976	203.945	377.859	214.497	197.639	364.612	173.926	199.625	379.761	156.802	176.001	407.537	151.851
5942	167.974	243.072	264.769	167.033	268.847	296.925	223.596	265.003	242.037	235.913	292.203	300.25	236.996	380.191	273.376	276.227	374.915	249.542	290.995	366.059	232.218	284.618	350.425	216.608	290.833	312.798	229.779	151.499	518.87	241.552	156.448	486.85	287.091	195.109	475.886	196.548	216.511	447.019	251.81	201.083	378.778	233.263	203.343	377.757	214.76	196.924	364.499	174.219	198.94	379.699	156.991	175.308	407.664	151.991
5943	168.473	243.896	265.45	167.449	269.715	297.6	223.948	266.282	242.327	236.476	293.747	300.379	236.768	381.679	273.131	275.903	376.644	249.109	291.524	367.16	231.9	285.224	351.576	216.569	291.177	313.955	229.867	151.102	519	241.655	156.057	487.048	287.193	194.662	475.866	196.65	216.038	447.028	251.875	200.444	378.783	233.669	202.605	377.703	215.096	196.368	364.493	174.702	198.23	379.647	157.177	174.569	407.615	152.153
5944	168.98	244.697	266.104	167.884	270.575	298.216	224.151	267.46	242.801	237.045	295.273	300.484	236.475	383.12	272.829	275.627	378.307	248.659	292.053	368.448	231.48	285.805	352.704	216.375	291.281	314.972	229.81	150.773	519.193	241.692	155.74	487.267	287.271	194.21	475.866	196.782	215.512	447.008	252.09	199.805	378.878	233.879	201.895	377.548	215.311	195.657	364.355	174.905	197.487	379.495	157.368	173.916	407.684	152.31
5945	169.474	245.515	266.744	168.334	271.439	298.824	224.426	268.757	243.055	237.587	296.786	300.551	236.114	384.501	272.515	275.356	379.837	248.051	292.561	369.617	231.011	286.394	353.845	216.144	291.593	316.161	229.737	150.436	519.371	241.77	155.344	487.503	287.363	193.751	475.852	196.759	214.998	446.991	252.192	199.09	379.082	234.221	201.165	377.519	215.562	194.908	364.225	175.213	196.75	379.527	157.529	173.202	407.641	152.433
5946	169.95	246.318	267.367	168.769	272.3	299.409	224.703	270.005	243.266	238.11	298.355	300.586	235.87	386.082	271.842	275.139	381.423	247.521	293.084	370.777	230.457	286.958	355.005	215.837	291.846	317.357	229.571	150.069	519.532	241.823	154.962	487.732	287.462	193.334	475.851	196.768	214.5	447.016	252.267	198.594	378.501	234.228	200.396	377.492	215.893	194.221	364.1	175.414	195.956	379.26	157.77	172.575	407.712	152.576
5947	170.419	247.098	267.949	169.186	273.148	299.967	224.937	271.263	243.399	238.63	299.878	300.535	235.549	387.487	271.383	274.956	382.912	246.793	293.629	371.912	229.851	287.571	356.189	215.441	292.073	318.493	229.391	149.749	519.711	241.879	154.62	487.927	287.542	192.783	475.82	196.854	213.999	447.029	252.38	197.858	378.536	234.544	199.708	377.429	216.191	193.481	363.995	175.718	195.236	379.234	157.986	171.924	407.615	152.719
5948	170.949	247.882	268.538	169.582	273.985	300.551	225.267	272.326	243.524	239.136	301.416	300.504	235.124	388.868	271.053	275.221	384.783	246.48	294.26	373.072	229.27	288.133	357.367	215.058	292.301	319.708	229.122	149.447	519.917	241.928	154.356	488.213	287.721	192.325	475.738	196.908	213.471	447.008	252.516	197.17	378.523	234.761	199.01	377.408	216.409	192.708	364.113	176.025	194.494	379.07	158.201	171.347	407.636	152.853
5949	171.399	248.651	269.036	170.009	274.792	301.072	225.487	273.571	243.607	239.634	302.932	300.457	234.737	390.236	270.662	275.047	386.307	245.801	294.847	374.183	228.607	288.852	358.442	214.552	292.475	320.885	228.849	149.1	520.092	241.983	153.994	488.449	287.785	191.86	475.668	196.873	212.958	447.004	252.66	196.463	378.548	234.916	198.425	377.365	216.624	192.049	363.944	176.334	193.79	378.909	158.429	170.626	407.445	153.077
5950	171.867	249.406	269.515	170.419	275.596	301.536	225.688	274.788	243.683	240.079	304.43	300.316	234.422	391.357	270.71	274.855	387.874	245.122	295.389	375.311	227.933	289.427	359.597	214.036	292.664	322.064	228.577	148.732	520.277	241.958	153.604	488.671	287.836	191.406	475.665	196.847	212.472	447.073	252.759	195.716	378.501	235.167	197.728	377.333	216.926	191.417	363.761	176.615	193.088	378.772	158.729	170.012	407.441	153.319
5951	172.29	250.161	269.921	170.829	276.36	301.986	225.893	275.988	243.657	240.513	305.891	300.157	233.945	392.786	270.614	274.68	389.014	244.277	295.869	376.438	227.233	290.018	360.741	213.615	292.794	323.213	228.28	148.358	520.412	241.967	153.206	488.878	287.896	190.866	475.554	197	211.925	447.116	252.927	195.067	378.576	235.402	197.189	377.289	217.239	190.785	363.625	176.979	192.401	378.434	159.118	169.302	407.214	153.573
5952	172.731	250.908	270.328	171.229	277.105	302.38	226.085	277.229	243.625	240.927	307.336	299.989	233.398	394.145	270.618	274.391	390.502	243.768	296.272	377.582	226.59	290.572	361.855	213.072	292.918	324.388	227.948	147.992	520.576	241.941	152.806	489.108	287.937	190.371	475.448	197.048	211.394	447.165	253.086	194.407	378.583	235.72	196.68	377.276	217.513	190.257	363.217	177.302	191.762	378.367	159.454	168.676	407.092	153.846
5953	173.205	251.653	270.678	171.621	277.829	302.749	226.248	278.455	243.644	241.334	308.712	299.78	232.858	395.58	270.617	274.069	392.056	243.177	296.669	378.715	225.898	291.082	363.011	212.668	293.001	325.595	227.645	147.62	520.727	241.93	152.389	489.348	287.975	189.93	475.375	197.035	210.888	447.231	253.26	193.789	378.612	235.931	196.104	377.248	217.892	189.617	363.009	177.697	191.062	377.98	159.832	168.006	406.813	154.144
5954	173.581	252.387	270.983	172.038	278.56	303.095	226.43	279.637	243.537	241.723	310.074	299.581	232.163	397.189	270.479	273.633	393.48	242.374	296.973	379.921	225.206	291.711	364.086	212.412	293.07	326.831	227.259	147.225	520.9	241.933	151.976	489.558	288.009	189.476	475.308	197.054	210.368	447.315	253.397	193.206	378.741	236.253	195.529	377.305	218.352	189.007	362.843	178.118	190.393	377.719	160.276	167.431	406.698	154.426
5955	173.938	253.131	271.219	172.44	279.252	303.416	226.748	281.242	242.821	242.111	311.355	299.362	231.624	398.444	270.56	273.285	394.939	241.8	297.245	381.115	224.596	292.071	365.287	211.945	293.108	328.02	226.919	146.855	521.027	241.928	151.6	489.799	288.015	188.947	475.183	197.196	209.879	447.399	253.542	192.607	378.759	236.532	194.75	378.752	218.812	188.352	362.643	178.49	189.772	377.51	160.757	166.792	406.45	154.729
5956	174.278	253.888	271.432	172.834	279.935	303.704	226.926	282.371	242.599	242.467	312.611	299.09	231.133	399.707	270.777	272.856	396.419	241.268	297.417	382.348	223.991	292.392	366.458	211.552	293.129	329.314	226.526	146.483	521.191	241.905	151.177	490.031	288.087	188.439	475.098	197.276	209.374	447.517	253.718	192.661	379.485	237.903	194.297	377.529	218.998	187.739	362.381	178.921	189.093	377.138	161.232	166.179	406.245	155.071
5957	174.606	254.649	271.619	173.22	280.611	303.973	227.103	283.368	242.423	242.837	313.822	298.835	230.65	400.981	270.902	272.424	397.873	240.708	297.516	383.606	223.361	292.674	367.679	211.06	293.105	330.551	226.105	146.123	521.379	241.871	150.767	490.294	288.133	187.985	475.033	197.37	208.868	447.608	253.901	192.072	379.545	238.317	193.804	377.546	219.374	187.107	362.156	179.274	188.474	376.886	161.64	165.517	406.023	155.399
5958	174.927	255.392	271.755	173.572	281.264	304.187	227.172	284.259	242.34	243.201	314.957	298.558	230.282	402.145	271.03	271.934	399.244	240.277	297.578	384.85	222.783	292.874	368.886	210.654	293.134	331.88	225.704	145.738	521.538	241.863	150.398	490.536	288.2	187.506	474.969	197.359	208.406	447.728	254.026	191.462	379.665	238.589	193.264	377.578	219.779	186.498	361.965	179.682	187.854	376.824	162.115	164.921	405.837	155.71
5959	175.175	256.151	271.862	173.932	281.927	304.4	227.213	285.134	242.27	243.544	316.046	298.267	229.931	403.285	271.282	271.226	400.383	239.611	297.563	386.086	222.179	293.026	370.089	210.182	293.054	333.054	225.265	145.345	521.701	241.892	149.998	490.784	288.279	186.969	474.888	197.575	207.908	447.831	254.162	190.898	379.767	239.008	192.71	377.625	220.147	185.775	361.673	180.126	186.782	375.09	162.72	164.258	405.683	156.051
5960	175.42	256.899	271.943	174.298	282.577	304.572	227.224	285.962	242.226	243.813	317.104	298.024	229.638	404.358	271.49	270.777	401.739	239.157	297.518	387.324	221.612	293.105	371.302	209.71	292.933	334.283	224.747	144.988	521.883	241.936	149.607	491.053	288.368	186.467	474.838	197.653	207.398	447.927	254.391	190.343	379.877	239.437	192.195	377.588	220.427	185.085	361.526	180.561	186.09	374.958	163.075	163.655	405.636	156.362
5961	175.637	257.652	271.969	174.651	283.21	304.723	227.222	286.808	242.124	244.146	318.131	297.722	229.424	405.378	271.781	270.267	402.996	238.961	297.391	388.555	221.104	293.175	372.475	209.248	292.775	335.458	224.208	144.619	522.059	241.964	149.226	491.286	288.45	186.364	475.04	197.82	206.938	448.042	254.51	189.756	379.944	239.681	191.562	377.651	220.905	184.34	361.363	180.958	185.388	374.798	163.401	163.017	405.521	156.661
5962	175.856	258.39	271.988	174.983	283.826	304.852	227.196	287.625	242.021	244.544	319.166	297.559	229.267	406.227	272.047	269.883	404.266	238.499	297.263	389.666	220.628	293.221	373.625	208.787	292.622	336.608	223.711	144.226	522.232	242.019	148.84	491.517	288.578	185.864	475.024	197.961	206.509	448.11	254.649	189.081	379.995	239.987	190.957	377.731	221.259	183.593	361.254	181.422	184.667	374.706	163.764	162.379	405.445	156.928
5963	176.029	259.166	271.952	175.349	284.408	304.937	227.166	288.416	241.868	244.821	319.986	297.146	229.169	407.189	272.293	269.476	405.487	238.137	297.104	390.864	220.109	293.237	374.737	208.325	292.417	337.721	223.11	143.816	522.417	242.055	148.482	491.748	288.711	185.409	475.018	198.112	205.985	448.192	254.854	188.587	380.15	240.319	190.402	377.733	221.504	182.271	362.201	182.227	184.02	374.649	164.074	161.756	405.464	157.159
5964	176.185	259.893	271.915	175.714	284.978	305.045	226.732	291.483	240.668	245.072	320.865	296.586	229.101	408.093	272.472	268.998	406.724	237.812	296.969	392.071	219.567	293.268	375.814	207.865	292.23	338.813	222.592	143.492	522.588	242.122	148.072	491.994	288.835	184.93	475.106	198.188	205.52	448.304	255	188.015	380.241	240.693	189.831	377.825	221.83	181.512	362.178	182.572	183.342	374.559	164.336	161.132	405.428	157.372
5965	176.335	260.662	271.844	176.046	285.565	305.119	226.617	292.512	240.337	245.392	321.741	296.164	229.015	408.982	272.677	268.513	407.926	237.597	296.848	393.25	219.012	293.254	376.858	207.37	292.039	339.85	222.029	143.132	522.788	242.227	147.71	492.23	288.918	184.452	475.088	198.346	205.056	448.395	255.145	187.4	380.274	240.923	189.203	377.805	222.17	180.773	362.15	182.923	182.707	374.557	164.6	160.42	404.675	157.864
5966	176.422	261.377	271.789	176.497	286.183	305.31	226.473	293.577	240.009	245.745	322.585	295.771	228.931	409.963	272.778	268.035	409.074	237.257	296.651	394.341	218.485	293.287	377.884	206.9	291.873	340.848	221.444	142.776	522.963	242.364	147.358	492.458	289.089	183.982	475.1	198.462	204.579	448.442	255.343	186.758	380.388	241.165	188.682	377.831	222.367	180.054	362.192	183.297	182.111	374.482	164.881	159.911	404.727	158.059
5967	176.557	262.098	271.721	176.825	286.721	305.333	226.323	294.515	239.641	246.157	323.423	295.476	228.874	410.865	272.887	267.538	410.252	236.931	296.426	395.454	217.886	293.172	378.913	206.355	291.656	341.817	220.848	142.456	523.184	242.506	146.98	492.704	289.259	183.574	475.188	198.601	204.1	448.504	255.486	186.124	380.483	241.463	187.947	377.911	222.671	179.296	362.195	183.545	181.489	374.538	165.138	159.374	404.825	158.29
5968	176.646	262.829	271.62	177.157	287.256	305.397	226.191	295.486	239.264	246.522	324.222	295.068	228.846	411.632	273.06	266.96	411.386	236.602	296.131	396.633	217.178	293.158	379.853	205.829	291.424	342.726	220.21	142.147	523.411	242.6	146.494	492.855	289.312	183.173	475.214	198.678	203.633	448.579	255.673	185.503	380.638	241.852	187.287	377.983	222.945	178.536	362.248	183.877	180.878	374.507	165.364	158.801	404.9	158.483
5969	176.735	263.501	271.497	177.487	287.761	305.426	226.029	296.472	238.82	246.702	325.027	294.353	228.799	412.448	273.148	266.305	412.493	236.248	295.933	397.796	216.516	293.114	380.785	205.205	291.203	343.649	219.516	141.831	523.616	242.744	146.14	493.098	289.461	182.783	475.18	198.837	203.157	448.669	255.841	184.956	380.839	242.15	186.643	378.039	223.198	177.795	362.299	184.164	180.266	374.563	165.587	158.19	405.004	158.676
5970	176.864	264.187	271.394	177.809	288.232	305.434	225.881	297.376	238.456	246.998	325.778	293.997	228.747	413.239	273.197	265.642	413.618	235.829	295.908	398.963	215.988	293.02	381.673	204.552	290.923	344.537	218.799	141.515	523.813	242.884	145.783	493.322	289.637	182.243	475.296	199.036	202.707	448.744	255.967	184.381	381.095	242.553	185.992	378.102	223.444	176.981	362.385	184.447	179.623	374.533	165.808	157.574	405.141	158.868
5971	176.936	264.822	271.3	178.137	288.726	305.441	225.832	297.685	238.888	247.272	326.521	293.45	228.589	413.948	273.103	264.872	414.693	235.483	295.62	400.036	215.403	292.882	382.549	203.896	290.613	345.422	218.027	141.184	524.041	243.028	145.449	493.541	289.787	181.866	475.387	199.101	202.206	448.901	256.01	184.812	381.802	243.622	185.286	378.211	223.696	176.225	362.382	184.687	178.93	374.62	166.101	156.964	405.272	159.076
5972	177.052	265.479	271.177	178.494	289.182	305.444	225.668	298.625	238.452	247.667	327.375	293.229	228.494	414.734	273.207	263.906	415.811	235.214	295.27	401.075	214.688	292.72	383.459	203.157	290.287	346.341	217.256	140.894	524.28	243.168	145.09	493.812	289.932	181.407	475.474	199.235	201.736	448.953	256.152	182.495	380.642	242.515	184.622	378.288	223.894	175.44	362.496	185.005	178.236	374.631	166.319	156.284	405.316	159.222
5973	177.143	266.056	271.037	178.822	289.593	305.416	225.472	299.5	237.995	247.942	328.159	292.711	228.425	415.449	273.357	262.903	416.883	234.828	294.871	402.184	214.035	292.458	384.367	202.407	289.943	347.235	216.446	140.591	524.487	243.274	144.762	494.068	290.08	180.91	475.554	199.42	201.313	449.049	256.313	181.846	380.718	242.837	184	378.449	224.145	174.684	362.566	185.299	177.499	374.686	166.515	155.663	405.434	159.369
5974	177.238	266.672	270.91	179.137	290.004	305.375	225.321	300.312	237.733	248.152	328.805	291.973	228.249	416.244	273.41	261.759	417.985	234.641	294.407	403.312	213.438	292.191	385.279	201.703	289.566	348.141	215.631	140.236	524.716	243.452	144.43	494.288	290.217	180.53	475.688	199.48	200.875	449.199	256.4	181.415	380.985	243.085	183.328	378.55	224.355	173.946	362.584	185.498	176.764	374.751	166.714	155.046	405.58	159.551
5975	177.327	267.232	270.783	179.778	290.456	305.549	225.182	301.165	237.293	248.411	329.558	291.487	227.964	416.923	273.465	260.592	419.118	234.482	293.909	404.429	212.845	291.875	386.192	200.977	289.2	349.084	214.843	139.898	524.923	243.553	144.1	494.551	290.342	180.107	475.792	199.518	200.444	449.307	256.496	180.804	381.118	243.238	182.848	378.682	224.623	173.214	362.77	185.749	176.08	374.805	166.904	154.517	405.769	159.731
5976	177.419	267.798	270.667	180.084	290.833	305.512	225.048	301.99	236.909	248.678	330.282	291.049	227.721	417.664	273.487	259.32	420.211	234.393	293.4	405.602	212.308	291.585	387.087	200.294	288.697	349.923	214.106	139.597	525.155	243.641	143.746	494.781	290.494	179.668	475.875	199.69	199.988	449.402	256.662	180.213	381.189	243.382	182.239	378.749	224.826	172.529	362.831	185.964	175.399	374.903	167.102	153.905	405.888	159.927
5977	177.492	268.351	270.501	180.455	291.205	305.554	224.879	302.747	236.656	248.809	330.942	290.243	227.485	418.394	273.667	258.419	421.87	234.846	292.761	406.74	211.752	291.27	387.997	199.646	288.301	350.833	213.324	139.305	525.386	243.77	143.411	495.039	290.643	179.176	475.988	199.839	199.569	449.519	256.76	179.58	381.269	243.532	181.675	378.939	225.003	171.85	362.984	186.188	174.78	374.964	167.275	153.338	406.038	160.103
5978	177.547	268.895	270.372	180.695	291.573	305.454	224.718	303.487	236.371	249.037	331.669	289.846	227.235	419.074	273.94	257.135	422.847	234.758	292.542	407.878	211.518	291.063	388.796	198.987	288.043	351.818	212.733	138.988	525.632	243.892	143.087	495.27	290.755	178.783	476.122	199.905	199.143	449.665	256.825	179.196	381.595	243.728	181.099	379.045	225.163	171.183	363.118	186.398	174.163	375.046	167.432	152.756	406.161	160.249
5979	177.589	269.473	270.234	180.937	291.936	305.38	224.584	304.258	235.997	249.253	332.379	289.327	227.002	419.784	274.071	255.848	423.823	234.749	291.936	408.997	211.04	290.804	389.689	198.367	287.56	352.607	212.076	138.679	525.859	243.947	142.767	495.521	290.868	178.39	476.186	199.941	198.726	449.791	256.891	178.632	381.746	243.92	180.492	380.394	225.433	170.526	363.161	186.557	173.583	375.17	167.575	152.168	406.324	160.41
5980	177.62	269.991	270.077	181.214	292.305	305.348	224.399	304.999	235.639	249.408	333.1	288.941	226.776	420.459	274.364	254.603	424.801	234.73	291.309	410.171	210.642	290.44	390.502	197.814	287.233	353.516	211.436	138.386	526.108	244.042	142.424	495.756	291.002	177.946	476.334	200.01	198.307	449.881	257.027	178.106	381.896	244.1	179.898	380.571	225.569	169.85	363.334	186.725	172.964	375.279	167.705	151.587	406.469	160.518
5981	177.666	270.565	269.972	181.629	292.628	305.542	224.214	305.688	235.399	249.604	333.754	288.478	226.612	421.121	274.695	253.389	425.756	234.73	290.642	411.277	210.11	290.134	391.334	197.228	286.845	354.337	210.883	138.079	526.32	244.189	142.104	495.988	291.108	177.508	476.45	200.172	197.877	449.989	257.098	177.506	381.968	244.278	179.333	380.626	225.686	169.139	363.487	186.874	172.362	375.409	167.815	150.991	406.655	160.636
5982	177.651	271.082	269.824	181.851	292.982	305.488	224.043	306.355	235.181	249.764	334.381	288.097	226.436	421.749	274.899	252.283	426.666	234.701	289.948	412.341	209.655	289.8	392.184	196.707	286.494	355.144	210.306	137.768	526.557	244.284	141.755	496.193	291.226	177.099	476.555	200.212	197.462	450.088	257.153	177.093	382.332	244.495	178.74	380.829	225.815	168.441	363.669	187.021	171.745	375.545	167.896	150.455	406.883	160.714
5983	177.628	271.632	269.647	182.037	293.359	305.405	223.863	307.026	234.851	249.899	334.99	287.68	226.293	422.394	275.177	251.337	427.51	234.695	288.803	413.189	208.897	289.397	392.972	196.162	286.135	355.981	209.725	137.467	526.777	244.435	141.445	496.448	291.341	176.721	476.704	200.253	197.022	450.196	257.231	176.513	382.443	244.555	178.135	380.919	225.903	167.714	363.82	187.123	171.137	375.647	168.001	149.859	407.025	160.798
5984	177.617	272.173	269.495	182.222	293.705	305.319	223.683	307.719	234.569	250.012	335.518	287.338	226.203	423.002	275.445	250.439	428.349	234.787	288.115	414.231	208.683	289.074	393.656	195.59	285.749	356.758	209.18	137.205	527.02	244.516	141.125	496.68	291.412	176.32	476.814	200.322	196.604	450.331	257.317	175.883	382.557	244.659	177.519	381.106	226.015	167.009	363.96	187.247	170.51	375.78	168.096	149.287	407.231	160.921
5985	177.563	272.712	269.317	182.368	294.05	305.245	223.491	308.367	234.274	250.109	336.053	287.01	226.101	423.578	275.752	249.735	429.234	235.008	287.542	415.259	208.437	288.726	394.452	195.167	285.385	357.537	208.678	136.91	527.263	244.615	140.795	496.887	291.514	175.864	476.93	200.475	196.159	450.423	257.422	175.286	382.691	244.762	176.899	381.193	226.097	166.263	364.113	187.37	169.884	375.869	168.211	148.669	407.362	161.001
5986	177.504	273.257	269.146	182.522	294.389	305.137	223.263	309.07	234.007	250.245	336.553	286.663	226.098	424.122	276.067	249.108	430.036	235.199	287.029	416.225	208.272	288.36	395.261	194.758	285.017	358.286	208.108	136.605	527.493	244.704	140.457	497.103	291.623	175.479	477.023	200.484	195.759	450.522	257.441	174.709	382.796	244.835	176.291	381.34	226.171	165.527	364.223	187.491	169.235	375.996	168.317	148.098	407.535	161.13
5987	177.438	273.771	268.984	182.309	294.627	304.71	223.065	309.709	233.825	250.314	337.031	286.4	226.303	424.405	276.714	248.522	430.814	235.395	286.585	417.149	208.168	288.039	396.054	194.458	284.671	359.032	207.715	136.307	527.714	244.819	140.109	497.318	291.723	175.075	477.167	200.591	195.331	450.621	257.502	174.172	383.041	244.923	175.676	381.367	226.227	164.776	364.408	187.629	168.557	376.071	168.43	147.504	407.698	161.214
5988	177.384	274.312	268.802	182.431	294.97	304.621	222.867	310.385	233.605	250.386	337.491	286.108	226.336	424.901	277.068	247.952	431.591	235.686	286.146	418.082	208.071	287.724	396.839	194.236	284.331	359.752	207.375	136.029	527.96	244.874	139.796	497.529	291.843	174.643	477.255	200.663	194.879	450.682	257.597	173.484	383.028	245.015	175.014	381.517	226.338	163.995	364.559	187.802	167.862	376.168	168.568	146.904	407.847	161.31
5989	177.303	274.812	268.625	182.569	295.296	304.563	222.469	310.955	233.477	250.48	337.933	285.85	226.518	425.228	277.608	247.372	432.28	236.025	285.794	418.931	208.051	287.423	397.629	194.007	284.019	360.48	207.051	135.738	528.188	244.982	139.505	497.774	291.908	174.218	477.338	200.697	194.442	450.784	257.689	172.841	383.134	245.281	174.387	381.562	226.415	163.253	364.623	187.98	167.134	376.268	168.742	146.329	407.994	161.4
5990	177.221	275.301	268.491	182.686	295.618	304.481	222.301	311.615	233.291	250.571	338.391	285.57	226.601	425.662	277.794	246.807	432.968	236.271	285.454	419.79	208.013	287.142	398.467	193.842	283.737	361.301	206.734	135.46	528.415	245.071	139.179	498.009	291.987	173.797	477.423	200.783	194.033	450.907	257.728	172.294	383.349	245.383	173.695	381.681	226.504	162.446	364.838	188.162	166.433	376.349	168.881	145.676	408.202	161.546
5991	177.166	275.803	268.354	182.788	295.944	304.409	222.084	312.251	233.038	250.614	338.853	285.365	226.618	426.126	278.142	246.18	433.669	236.604	285.114	420.608	208.011	286.835	399.199	193.772	283.554	362.127	206.513	135.205	528.678	245.145	138.877	498.269	292.092	173.388	477.545	200.846	193.612	450.991	257.743	171.736	383.553	245.539	173.054	381.743	226.625	161.664	364.913	188.317	165.685	376.428	169.037	145.028	408.346	161.716
5992	177.091	276.298	268.221	182.902	296.29	304.355	221.922	312.901	232.887	250.747	339.29	285.247	226.657	426.561	278.379	244.591	434.648	235.47	284.775	421.425	208.002	286.585	400.049	193.691	283.275	362.87	206.315	134.928	528.904	245.185	138.55	498.513	292.187	172.934	477.651	200.862	193.204	451.105	257.77	171.147	383.716	245.789	172.355	381.897	226.771	160.841	365.048	188.474	164.989	376.493	169.167	144.413	408.478	161.771
5993	177.047	276.772	268.105	182.996	296.565	304.281	221.752	313.54	232.724	250.815	339.732	285.003	226.652	427.022	278.58	243.975	435.277	235.782	284.154	422.187	207.8	286.323	400.807	193.535	282.9	363.554	206.063	134.616	529.114	245.254	138.237	498.739	292.254	172.502	477.723	200.936	192.763	451.206	257.826	170.424	383.718	245.942	171.706	381.945	226.912	160.044	365.193	188.665	164.265	376.544	169.305	143.776	408.65	161.886
5994	177.004	277.228	268.044	183.106	296.843	304.24	221.556	314.139	232.609	250.903	340.162	284.851	226.598	427.44	278.735	243.345	435.857	236.198	283.719	422.956	207.763	286.046	401.593	193.497	282.636	364.274	205.844	134.126	529.412	245.15	137.942	498.961	292.356	172.053	477.815	200.992	192.311	451.278	257.894	169.861	383.942	246.031	171.045	382.089	227.094	159.232	365.311	188.801	163.553	376.651	169.448	143.2	408.741	161.957
